date,Max Temp (c),Min Temp (c),Avg Temp (c),Snow (cm),Sun Time (Hours),UV Index,Total Precipitation (MM),Avg Pressure (P),Avg Humidity (%),Avg Cloud Cover,Avg Resultant Wind vector [E](km/h),Avg Resultant Wind vector [N](km/h)
2009-02-05,28,12,22,0.0,11.0,6,0,1014.25,51.125,3.125,-2.7515487500000004,7.33817
2009-02-06,29,12,23,0.0,11.0,6,0,1014.25,51,3.875,1.57152375,-0.011772500000000186
2009-02-07,26,13,21,0.0,11.0,6,0,1015.625,53,2.875,5.46539125,-9.159036250000002
2009-02-08,26,12,20,0.0,11.0,6,0,1016.875,58.125,0.75,4.1639925,-6.3474112499999995
2009-02-09,26,9,20,0.0,11.0,5,0,1015.375,58,17.25,2.5432387500000004,-1.7663049999999998
2009-02-10,24,14,21,0.0,11.0,6,0,1011.875,53.25,14.875,-4.918075,8.142875
2009-02-11,21,10,17,0.0,11.1,5,0,1013.875,69,16.125,4.901115,-4.497883750000001
2009-02-12,23,13,19,0.0,11.1,5,0,1013.5,65.375,5.875,6.384163750000001,-7.91578
2009-02-13,27,13,21,0.0,11.1,6,0,1011.125,65.625,3,1.0260012499999998,-3.2458875
2009-02-14,28,11,21,0.0,11.1,6,0,1012.75,58.875,19.875,2.2332025,-2.7191425000000002
2009-02-15,24,14,20,0.0,11.1,5,0,1013.625,47.875,2.625,7.501381249999999,-8.9106825
2009-02-16,26,11,19,0.0,11.5,5,0,1014.875,51.125,4.5,5.62107,-7.7206712500000005
2009-02-17,25,10,20,0.0,11.6,6,0,1014.875,52.25,4.125,5.903975,-6.860296250000001
2009-02-18,27,11,22,0.0,11.6,6,0,1013.875,44.375,4.75,7.7125725,-9.17689375
2009-02-19,27,14,22,0.0,11.6,6,0,1011.875,40.75,4.125,8.44239875,-9.530981250000002
2009-02-20,31,12,25,0.0,11.6,7,0,1014.625,41.125,11.875,7.815917500000001,-5.6773887499999995
2009-02-21,30,16,25,0.0,11.6,6,0,1014.125,36.5,6,8.99139875,-5.69789375
2009-02-22,30,15,23,0.0,11.6,6,0,1009.375,34.5,24.625,6.633304999999999,-6.901397499999999
2009-02-23,35,15,28,0.0,11.6,7,0,1008,35.5,16.125,2.2029700000000005,0.3943675
2009-02-24,31,17,27,0.0,11.6,7,0,1007.625,36.5,5.375,6.01260125,-1.91351
2009-02-25,29,17,25,0.0,11.6,7,0,1008.375,40.625,4.125,6.85570125,-6.466827500000001
2009-02-26,30,15,25,0.0,11.6,6,0,1009.125,36.375,10.875,7.61928625,-7.28701375
2009-02-27,29,15,24,0.0,11.6,6,0,1010.5,29.75,2.75,9.156825000000001,-8.595735
2009-02-28,28,15,23,0.0,11.6,6,0,1010,26.75,0,8.82154375,-13.77426
2009-03-01,30,14,25,0.0,11.6,6,0,1009.75,23.75,1.875,7.4822774999999995,-12.406825000000001
2009-03-02,34,16,28,0.0,11.6,7,0,1009.75,31.75,1.5,6.684227499999999,-6.03305375
2009-03-03,37,17,31,0.0,11.6,8,0,1008,37.75,3.25,-2.09895125,1.2830425
2009-03-04,35,16,29,0.0,11.6,7,0,1006.875,40,29.75,-0.30043375,-2.0511299999999997
2009-03-05,32,16,27,0.0,11.6,7,0,1007.875,35.75,12.5,5.6617524999999995,-10.364083749999999
2009-03-06,34,15,28,0.0,11.6,7,0,1008.375,29.875,1.875,1.7893499999999993,-5.79298875
2009-03-07,33,17,28,0.0,11.6,7,0,1009,25.25,1.5,3.0150449999999998,-3.7588475000000003
2009-03-08,33,17,27,0.0,11.6,7,0,1009.25,30.125,2.75,5.909392499999999,-5.4216500000000005
2009-03-09,34,16,28,0.0,11.6,7,0,1012.5,26.125,3.25,7.541375,-0.27068250000000005
2009-03-10,33,15,27,0.0,11.6,7,0,1013.25,25.375,5.375,6.281096250000001,-3.5181999999999993
2009-03-11,31,16,26,0.0,11.6,7,0,1013.125,22.75,0,6.7575975,-9.948720000000002
2009-03-12,31,16,27,0.0,11.6,7,0,1011.125,22.375,10.625,6.289403749999999,-11.79470375
2009-03-13,39,17,32,0.0,11.6,8,0,1012.75,25.375,0,1.1728275000000001,2.27069375
2009-03-14,39,19,31,0.0,11.6,8,0,1012.5,28.75,0,1.8144425000000002,4.9567475000000005
2009-03-15,38,19,31,0.0,11.6,8,0,1009.75,26,0.5,5.258675,-0.0841012499999998
2009-03-16,35,18,29,0.0,11.6,7,0,1009.625,25.5,12.625,5.30232875,-2.0687225000000002
2009-03-17,37,19,32,0.0,11.6,8,0,1009.375,23.125,0,5.95222625,-2.82312375
2009-03-18,37,18,32,0.0,11.6,8,0,1009.25,23,2.25,5.5899775,0.018185000000000118
2009-03-19,37,20,33,0.0,11.6,8,0,1007.625,25,4.625,2.5207550000000003,1.3058849999999997
2009-03-20,33,19,29,0.0,11.6,7,0.1,1009,33.625,8,3.808872500000001,5.27748
2009-03-21,34,19,29,0.0,11.6,7,0,1009.375,33.375,8.125,6.27640375,-1.1398337500000002
2009-03-22,35,19,30,0.0,11.6,8,0,1010,24.625,4.125,5.3950949999999995,-3.44218125
2009-03-23,36,19,30,0.0,11.6,8,0,1010.625,29.75,14.25,4.345306250000001,1.3411237499999997
2009-03-24,37,21,32,0.0,11.6,8,0,1009.75,30,15.625,3.52406375,-0.21369749999999998
2009-03-25,33,22,29,0.0,11.6,7,0,1009.75,35.5,7,3.7754725,3.20690875
2009-03-26,33,20,30,0.0,11.6,7,0,1009.5,41.5,1.375,3.22478875,-2.4083062500000003
2009-03-27,32,18,27,0.0,11.6,7,0.4,1009.375,37.625,22.875,-0.2708112499999996,-1.27653125
2009-03-28,36,18,30,0.0,11.6,7,0,1009.5,43.25,14.25,1.86809125,2.6778574999999996
2009-03-29,34,22,29,0.0,11.6,6,0,1008.25,38.875,23.625,4.430105,0.05021624999999996
2009-03-30,34,20,30,0.0,11.6,8,0,1008.625,36.75,8.25,4.99283,-8.24946125
2009-03-31,34,21,30,0.0,11.6,7,0,1006.5,28.375,2.625,7.42132,-12.33407625
2009-04-01,36,20,32,0.0,11.6,8,0,1006.5,23.75,6.75,6.3052975,-6.52324375
2009-04-02,38,20,34,0.0,11.6,8,0,1007.25,26.125,13.25,2.9306500000000004,-0.0034687499999996874
2009-04-03,39,22,34,0.0,11.6,8,0,1006.5,25.125,7.25,1.2931862500000002,-0.07377125000000007
2009-04-04,37,24,33,0.0,11.6,8,0,1006.875,19,10.75,7.711072499999999,-8.1310875
2009-04-05,35,21,31,0.0,11.6,8,0,1008.25,22,7.625,1.8348950000000004,-9.083382499999999
2009-04-06,34,21,31,0.0,11.6,8,0.1,1006.5,34.125,9,2.51834125,-1.5752650000000004
2009-04-07,39,22,34,0.0,11.6,8,0.2,1005.375,24.5,4.125,3.6171524999999995,3.6297975
2009-04-08,32,21,29,0.0,11.6,7,3.1,1005,34,12.25,-4.65813875,9.77875375
2009-04-09,33,19,28,0.0,11.6,6,2,1010.625,46.375,11.375,7.372344999999999,1.7429225
2009-04-10,34,21,31,0.0,11.6,8,0,1009.5,30.25,2.25,7.38290125,-7.591950000000001
2009-04-11,37,23,33,0.0,12.5,8,0,1006.625,25.625,0.125,4.9771875,-8.96478625
2009-04-12,39,25,36,0.0,12.9,9,0,1005.5,23.125,1.375,6.5750775,-6.6720862499999996
2009-04-13,41,26,37,0.0,12.9,9,0,1003.25,18.75,0.625,4.924965,-6.018395
2009-04-14,43,26,39,0.0,12.9,9,0,1002.5,16.125,0,3.62174,-0.37360499999999974
2009-04-15,45,27,39,0.0,12.9,9,0,1002.75,13.125,4.625,-0.80423875,-2.5608412499999997
2009-04-16,42,27,37,0.0,12.9,9,0,1003.125,14.5,0.625,8.24403625,-5.785838750000001
2009-04-17,38,26,35,0.0,12.9,8,0,1003.375,15.125,0.5,10.7020775,-9.625691250000001
2009-04-18,39,25,35,0.0,13.0,9,0,1003.375,13.375,0,7.12163125,-14.69304875
2009-04-19,42,27,38,0.0,13.0,9,0,1002.25,11.375,0,8.813303750000001,-15.389752500000002
2009-04-20,43,28,39,0.0,13.0,9,0,999.25,13.625,1.125,3.5021575,-8.026354999999999
2009-04-21,43,28,39,0.0,13.0,9,0,997,14.5,0,2.9602287499999997,-8.7814275
2009-04-22,40,29,37,0.0,13.0,9,0,1002.375,10.5,0,1.91523,-12.068925
2009-04-23,40,24,36,0.0,13.0,9,0,1005.75,6.375,0,7.3472025,-10.085668750000002
2009-04-24,41,25,37,0.0,13.1,9,0,1006.375,7.75,0,7.3904225,-5.0737425
2009-04-25,39,25,36,0.0,13.1,9,0,1008.125,7.625,0,7.1435425,-6.207168749999999
2009-04-26,40,25,37,0.0,13.1,9,0,1006.75,7.75,0,9.4273825,-8.83046625
2009-04-27,43,27,39,0.0,13.1,9,0,1004.5,9,0.375,5.2498000000000005,-10.712442500000002
2009-04-28,44,29,41,0.0,13.1,10,0,1002.875,11.125,2.375,7.8845987499999985,-10.9104925
2009-04-29,46,29,41,0.0,13.1,10,0,1002.875,12.5,6.75,4.724258749999999,-4.07378875
2009-04-30,45,28,41,0.0,13.1,10,0,1001.875,11.25,3.5,7.5209075,-7.23102625
2009-05-01,46,30,42,0.0,13.2,10,0,1001.75,9.75,0.875,2.8538062500000003,-5.18797
2009-05-02,46,27,41,0.0,13.2,10,0,1001.75,9.375,8.125,2.7565962500000003,-4.9368125
2009-05-03,46,28,41,0.0,13.2,10,0,1003.75,12.75,9.375,0.9365149999999999,2.6757725
2009-05-04,43,27,39,0.0,13.2,9,0.2,1002.125,22.625,3.5,2.15123,5.7409412500000006
2009-05-05,44,30,38,0.0,13.2,9,0,1003.5,17.5,2.625,7.9890025,0.22797375000000009
2009-05-06,41,29,37,0.0,13.2,9,0,1006.25,18.75,0.25,9.98420875,-7.14552375
2009-05-07,40,26,37,0.0,13.6,9,0,1003.625,17.25,2.5,6.077842499999999,-7.918819999999998
2009-05-08,42,29,39,0.0,13.7,9,0,1001.875,15.5,2,4.37196125,-5.90766375
2009-05-09,42,26,38,0.0,13.3,9,0,999,14,25,6.6474512500000005,-5.459210000000001
2009-05-10,44,29,39,0.0,13.7,9,0,997.875,15.625,22.5,0.67781375,2.67702375
2009-05-11,44,28,38,0.0,13.7,9,0,999.125,24.75,8.875,0.9273562499999997,8.16801875
2009-05-12,43,27,39,0.0,13.7,9,0,1001.125,27.375,1.625,-2.0001949999999997,4.32380625
2009-05-13,44,29,40,0.0,13.7,9,0,999,25.75,1.125,-2.36045,5.08480125
2009-05-14,47,30,42,0.0,13.7,10,0,996.875,22.625,0.5,-2.9812575000000003,7.4760212500000005
2009-05-15,45,31,41,0.0,13.7,10,0,998.125,24.625,1.75,-0.6052999999999998,11.12377
2009-05-16,45,30,41,0.0,13.8,10,0,1000,33.875,2.375,-1.93363375,8.01706375
2009-05-17,48,31,43,0.0,13.8,10,0,1001.25,27.25,2.875,-2.28039375,6.831189999999999
2009-05-18,49,33,45,0.0,13.8,10,0,998.625,20.625,0.875,0.14802874999999993,0.0225325000000004
2009-05-19,51,33,45,0.0,13.8,11,0,999.25,16.75,0,0.56189625,2.70489125
2009-05-20,52,35,47,0.0,13.8,11,0,997.875,15.5,0.75,-2.8057125,1.3323325000000001
2009-05-21,52,33,46,0.0,13.8,11,0,997.5,17.875,1.875,1.8999875000000002,2.7077225
2009-05-22,48,33,44,0.0,13.8,10,0,997.875,15.75,1.5,4.63171125,1.8413487499999999
2009-05-23,47,30,42,0.0,13.8,10,0,997.125,14,8.625,1.27530875,4.06062
2009-05-24,46,32,41,0.0,13.8,10,0,996.375,23.25,5.25,0.018569999999999975,5.34946
2009-05-25,46,32,42,0.0,13.9,10,0,995,21.5,2,0.6586637499999999,4.42705125
2009-05-26,43,30,39,0.0,13.9,9,0,993.5,14.625,0.5,3.0636475,-5.0934574999999995
2009-05-27,49,30,44,0.0,13.9,10,0,996.375,12.25,1.625,0.90567625,1.7974062500000003
2009-05-28,49,33,43,0.0,13.9,10,0,996.125,12.75,4.875,2.6279125,3.4018887500000003
2009-05-29,45,31,40,0.0,13.9,10,0,997.875,25.25,12.375,1.3658862500000002,9.85242125
2009-05-30,42,30,38,0.0,13.9,9,0,999.375,30.375,5,2.3509462500000002,8.7620475
2009-05-31,44,28,39,0.0,13.9,9,0.7,999.5,31.75,9.625,0.35111500000000007,4.879426250000001
2009-06-01,43,31,40,0.0,13.9,9,0,998,24.75,5.5,0.57566875,-1.65677375
2009-06-02,44,30,41,0.0,13.9,10,0,996.5,20,4.875,2.4235275,-10.5945275
2009-06-03,46,33,43,0.0,13.9,10,0,996.125,21.125,2.25,3.12109125,-12.53782375
2009-06-04,46,35,43,0.0,13.9,10,0,994,20.25,2,3.4549137500000002,-13.57333625
2009-06-05,46,37,44,0.0,13.9,10,0,993.625,15.125,0.875,3.41962,-10.2664925
2009-06-06,48,36,44,0.0,13.9,10,0,993,12.5,0,0.1299062500000001,-6.191446249999999
2009-06-07,45,35,42,0.0,14.0,10,0,993.375,6.875,0,4.5580225,-6.983653749999999
2009-06-08,45,30,42,0.0,14.0,10,0,995.25,6.875,0,4.3890975,-7.520249999999999
2009-06-09,45,30,42,0.0,14.0,10,0,996.875,8,0,1.6597750000000002,-8.6067075
2009-06-10,47,31,43,0.0,14.0,10,0,997.75,10.625,2.25,2.78445625,-5.13456875
2009-06-11,49,34,43,0.0,14.0,10,0,998,12.5,1.125,1.44915,-1.92432625
2009-06-12,46,32,42,0.0,14.0,10,0,997.375,13.875,7.25,3.8104912500000006,-9.799673749999998
2009-06-13,50,32,44,0.0,14.0,10,0,999,13.625,15.5,5.247935,-4.26620375
2009-06-14,47,33,43,0.0,14.0,10,0,1000,15.5,3.125,2.9600612500000003,-4.49772
2009-06-15,43,30,40,0.0,14.0,10,0,998.5,20.25,6.25,2.62935125,-3.4809725
2009-06-16,41,30,39,0.0,14.0,9,0,999.375,18.25,3,6.888804999999999,-5.3313225
2009-06-17,42,29,38,0.0,14.0,9,0,999.75,20,3.125,5.9347775,-8.083895
2009-06-18,42,30,40,0.0,14.0,9,0,998.625,19.25,2.5,4.470788749999999,-9.090647500000001
2009-06-19,45,30,41,0.0,14.0,10,0,997.125,17,0.75,5.23704375,-8.861591250000002
2009-06-20,45,32,41,0.0,14.0,10,0,997.375,14.25,0,6.0578987500000006,-7.4012675
2009-06-21,45,32,42,0.0,14.0,10,0,996.625,10.375,0,4.53233625,-7.683938750000001
2009-06-22,46,32,43,0.0,14.0,10,0,995.125,10.375,0.25,4.85920375,-9.49518375
2009-06-23,48,31,44,0.0,14.0,10,0,994.375,11.75,4,5.82924875,-7.8221300000000005
2009-06-24,48,33,44,0.0,14.0,10,0,995.125,16.125,1.375,4.2718125,-9.59280375
2009-06-25,47,33,43,0.0,14.0,10,0,995.375,22.75,2.25,5.43414,-8.16039875
2009-06-26,47,34,44,0.0,14.0,10,0,994.25,20.125,2.75,4.2863887499999995,-8.278375
2009-06-27,47,35,44,0.0,14.0,10,0,992.25,21,7.125,6.492595,-7.218447499999999
2009-06-28,48,37,45,0.0,14.0,11,0.1,992.125,21.25,6.875,3.5203650000000004,-1.9620787499999999
2009-06-29,48,39,44,0.0,14.0,10,0.1,992.5,23.875,3.75,-1.0144512500000002,-4.641075000000001
2009-06-30,45,34,42,0.0,14.0,10,0,993.875,27.875,7.625,-0.7652199999999999,-5.1940925
2009-07-01,43,34,40,0.0,14.0,10,0.4,995,30.75,23.125,-3.6418375000000003,-7.603935
2009-07-02,42,33,39,0.0,14.0,9,0.5,994.75,33.125,24.125,0.6500637500000003,-11.327271249999999
2009-07-03,44,33,40,0.0,14.0,9,0.5,995,30.5,18.375,-0.27386125000000006,-3.3601787499999998
2009-07-04,45,31,40,0.0,14.0,9,0.4,995.375,33.875,18.5,-3.3781700000000003,1.9428425
2009-07-05,45,32,42,0.0,13.9,10,0,995,30,4.875,2.048315,-0.90386
2009-07-06,48,32,43,0.0,13.9,10,0,994.25,21,3.375,3.2140975000000003,1.26232875
2009-07-07,47,32,42,0.0,13.9,10,0,994.125,23.125,5.125,1.0062275,4.41975375
2009-07-08,42,34,39,0.0,13.9,9,0.1,995,37.75,13.375,-2.97844875,11.05395
2009-07-09,40,31,37,0.0,13.9,9,0.4,996.375,47.125,32.75,0.5472887499999999,13.448105000000002
2009-07-10,39,29,34,0.0,13.9,7,23.1,997.5,61.125,35.75,1.96974125,7.61268375
2009-07-11,39,30,37,0.0,13.3,9,11.200000000000001,997.125,57.5,37.25,-3.0147425,3.56967125
2009-07-12,39,31,37,0.0,13.9,8,11.600000000000001,995.375,57.75,38.75,0.50120625,1.4175037499999998
2009-07-13,37,30,34,0.0,13.9,8,2.8000000000000003,995.25,64,26.75,-0.9275437500000001,8.257187499999999
2009-07-14,36,29,33,0.0,13.9,8,6.1,995.5,69.625,37.625,0.8023875000000005,4.880800000000001
2009-07-15,38,29,34,0.0,12.2,8,19.900000000000002,994.875,68.875,38.5,-0.45538624999999994,4.5039862500000005
2009-07-16,38,28,36,0.0,13.9,8,2.4,996.125,57.25,34.5,-0.82010625,9.484898750000001
2009-07-17,38,29,34,0.0,13.3,7,17.2,995,68.125,42.625,-1.5993175,7.237696250000001
2009-07-18,35,29,33,0.0,13.9,8,7.199999999999999,996.25,74.625,25.875,-4.842385,7.583095
2009-07-19,41,29,36,0.0,13.9,9,0.4,996.375,60,30,-3.24754875,-0.22308125000000006
2009-07-20,34,30,32,0.0,13.8,8,2.8,995.25,64.125,30,2.3849675,-1.1181662499999998
2009-07-21,36,29,34,0.0,13.8,7,16,996.75,71.125,24.75,0.8783725000000001,6.08736625
2009-07-22,37,28,35,0.0,13.8,7,12.9,996.625,68.25,25.625,1.8702274999999997,5.70951
2009-07-23,36,28,33,0.0,13.8,7,11.6,997,71.5,32.625,-1.7802499999999999,9.8171125
2009-07-24,35,27,32,0.0,13.3,7,13.2,997.75,76.75,45.25,-4.52959375,8.44764
2009-07-25,39,27,35,0.0,13.8,7,1.1,996.875,69.875,38.375,-4.6647875,3.36693125
2009-07-26,38,29,35,0.0,13.8,8,17.9,994.5,68.875,32.875,-3.46150375,-2.4665937500000004
2009-07-27,37,29,34,0.0,13.8,7,2.7,992.75,69.75,39.75,-3.8566575,-7.000501250000001
2009-07-28,37,28,34,0.0,13.8,8,1.9,994.125,64.125,31.625,-4.50527125,-0.2506600000000001
2009-07-29,37,29,34,0.0,13.7,8,9,997.125,63.625,33.375,-0.658485,-1.6107624999999999
2009-07-30,35,28,32,0.0,13.7,7,20.9,998.625,73.125,37.625,1.4032049999999998,-3.4181987499999997
2009-07-31,37,27,34,0.0,13.3,7,13.2,997.375,69.625,43.5,-1.58400125,-4.34626125
2009-08-01,38,29,35,0.0,13.7,7,4.3,997.25,63.125,40,-1.1101275,-2.4957525000000005
2009-08-02,37,28,32,0.0,13.3,7,5.4,997.25,70.25,47.625,-3.14548125,-2.6491025
2009-08-03,39,30,35,0.0,13.3,8,0.5,996.625,57.25,43.125,-0.1762300000000001,-5.128220000000001
2009-08-04,35,30,33,0.0,13.3,7,0.9,996.625,53.75,35.75,-3.9961249999999993,-6.860167500000001
2009-08-05,32,30,32,0.0,13.6,7,0,995.75,58.875,38.75,-1.7999312499999998,-5.35287625
2009-08-06,41,29,36,0.0,13.6,9,0.7,994.875,56.75,40.625,-3.1367812500000003,-1.9454624999999997
2009-08-07,40,30,37,0.0,13.6,9,0.30000000000000004,996.875,55,24,-1.07607875,1.8103850000000004
2009-08-08,42,30,38,0.0,13.6,9,0,996.125,49.25,34.375,0.7184312500000001,0.7118625000000001
2009-08-09,41,31,38,0.0,13.6,9,0,995,42.125,36.375,0.4758999999999999,-1.8148350000000002
2009-08-10,41,32,37,0.0,13.6,9,0.1,995.875,46.625,41.125,1.89389625,2.150795
2009-08-11,40,30,36,0.0,13.6,8,8.2,999.25,59,31.625,-2.3718162500000006,6.42416
2009-08-12,41,30,38,0.0,13.5,9,1,998.875,55.625,25.875,0.22049624999999984,3.19715625
2009-08-13,39,30,36,0.0,13.5,8,8.299999999999999,998.125,63.25,43,-2.0504,1.2255512500000003
2009-08-14,33,28,30,0.0,13.5,7,59.6,999,77.875,44.625,-3.48678125,-1.2658150000000004
2009-08-15,31,27,29,0.0,13.3,6,24.200000000000003,1000.75,87,61.375,0.7552650000000001,5.3568412499999996
2009-08-16,27,26,27,0.0,8.4,6,35.5,1000.25,92.75,87,3.4793812500000003,3.93366625
2009-08-17,30,25,28,0.0,10.7,6,41.80000000000001,1001.375,92.75,79,4.985013749999999,4.4862525
2009-08-18,32,25,30,0.0,13.1,6,2.4,1001.75,87.875,42.75,0.4038700000000002,-0.11032500000000023
2009-08-19,34,27,31,0.0,13.0,7,29.9,1003.125,83.125,49.75,-1.10849375,1.5710437500000003
2009-08-20,33,27,31,0.0,13.0,8,4.2,1002.875,78.625,23.125,-2.3375062499999997,-3.1791937499999996
2009-08-21,36,26,33,0.0,13.0,7,2.9,1001.375,67.875,24,0.20143000000000016,-1.9950100000000002
2009-08-22,37,27,34,0.0,13.0,8,4.3,999.75,64,24.875,0.8494349999999999,-1.73532125
2009-08-23,39,28,36,0.0,13.0,9,0,999.25,56.125,18.875,-0.7300825000000002,-1.80238875
2009-08-24,35,27,31,0.0,13.0,8,3.5,1001.375,74.25,33,1.18455125,3.3385900000000004
2009-08-25,32,27,30,0.0,12.9,7,14.8,1003,83,21,0.692685,8.15768625
2009-08-26,31,26,29,0.0,12.9,7,16.9,1002.875,85,42.875,0.3915900000000001,6.333447499999999
2009-08-27,32,26,30,0.0,12.9,7,16.9,1002.25,83.75,56.125,-0.49065500000000006,5.73638375
2009-08-28,32,27,30,0.0,12.9,7,10.3,1004.125,84,30.625,-0.2250725,7.15453625
2009-08-29,32,26,30,0.0,12.9,8,16.5,1002.75,84.625,30.875,1.1868600000000002,8.6129125
2009-08-30,31,26,30,0.0,12.9,7,34.1,1003,88,39.875,-2.415845,5.7980487499999995
2009-08-31,36,27,33,0.0,12.9,7,9.3,1004.375,78.625,20.125,-5.76741125,2.4200925000000004
2009-09-01,35,27,32,0.0,12.8,8,3.7,1003.75,76.5,28.5,0.8469099999999999,2.0359774999999996
2009-09-02,35,27,32,0.0,12.4,7,3.5,1001.375,77,35.5,-0.6387562500000001,4.23058125
2009-09-03,35,26,32,0.0,12.4,7,9.7,1000.5,81.25,31.5,-0.57236125,5.471497499999999
2009-09-04,30,24,28,0.0,11.6,6,0.8,1000.375,82.375,31.25,6.0104137500000006,5.6013075
2009-09-05,33,24,31,0.0,11.6,7,2.2,999.75,79.75,22.25,4.66871,2.8335237500000003
2009-09-06,34,25,30,0.0,11.6,8,1.9,999.125,79.75,17.25,1.2417925000000003,3.6046824999999996
2009-09-07,35,26,32,0.0,11.6,7,0.30000000000000004,1000.625,74.625,6.375,-0.07211250000000002,2.2313074999999998
2009-09-08,31,25,28,0.0,10.2,7,0.2,1001.875,80,28.5,1.7717912500000002,6.9996775
2009-09-09,28,24,26,0.0,11.6,6,34,1002,92.125,67.5,8.235925,3.6123874999999996
2009-09-10,25,24,25,0.0,6.1,5,57.4,1000.625,96.25,100,3.9918062500000007,6.447632499999999
2009-09-11,25,24,25,0.0,6.1,5,26.300000000000004,1002.25,95.125,93.125,0.653075,4.966902500000001
2009-09-12,26,23,24,0.0,8.9,5,1.7000000000000002,1006.25,91.875,72.625,1.0936175,-7.486755
2009-09-13,36,24,32,0.0,11.6,7,0.1,1006.25,78.75,20.625,2.68914875,-5.409286250000001
2009-09-14,38,27,34,0.0,11.6,8,0,1004.875,66,0.875,1.27944,-4.8949875
2009-09-15,37,26,33,0.0,11.6,8,0,1003.125,56.25,0.5,-0.10474875000000006,-3.695829999999999
2009-09-16,37,26,34,0.0,11.6,8,0,1003.125,61.75,1.875,2.3083825,-2.839685
2009-09-17,35,25,32,0.0,11.6,8,0,1005.375,62.625,4.625,4.5955175,-4.16518
